Mods count: 364
 
jar name                                                                           | mod id (isMCreator)                           | mixin configs
gallery-1.20.1-1.0.3.jar                                                           | gallery                                       | gallery.mixins.json
Galosphere-1.20.1-1.4.1-Forge.jar                                                  | galosphere                                    | galosphere.mixins.json
gardens-of-the-dead-forge-4.0.4.jar                                                | gardens_of_the_dead                           | mixins.gardens_of_the_dead.common.json
    /META-INF/jars/TerraBlender-forge-1.20.1-3.0.0.167.jar                         | terrablender                                  | terrablender.mixins.json, terrablender_forge.mixins.json
geckolib-forge-1.20.1-4.8.3.jar                                                    | geckolib                                      | geckolib.mixins.json
    /META-INF/jarjar/mclib-20.jar                                                  |                                               | 
Geophilic v3.4.6.mod.jar                                                           | geophilic                                     | 
GeophilicBackported-v1.3.1 1.20.1.jar                                              | geophilic_backport                            | 
GlitchCore-forge-1.20.1-0.0.1.1.jar                                                | glitchcore                                    | glitchcore.mixins.json, glitchcore.forge.mixins.json
glow_up-forge-1.2.1-1.20-1.20.1-forge.jar                                          | glow_up                                       | glow_up.mixins.json
gnetum-2.4.1.jar                                                                   | gnetum                                        | gnetum.mixins.refmap.json, gnetum.mixins.json
goblintraders-forge-1.20.1-1.11.5.jar                                              | goblintraders                                 | goblintraders.common.mixins.json
golem_spawn_fix-1.0.2-forge-1.20.1.jar                                             | golem_spawn_fix                               | mixins.golem_spawn_fix.json
gpumemleakfix-1.20.1-1.8.jar                                                       | gpumemleakfix                                 | gpumemleakfix.mixins.json
guardvillagers-1.20.1-1.6.17.jar                                                   | guardvillagers                                | guardvillagers.mixins.json
handcrafted-forge-1.20.1-3.0.6.jar                                                 | handcrafted                                   | handcrafted.mixins.json, handcrafted-common.mixins.json
hearth_and_home-forge-1.20.1-2.0.3.jar                                             | hearth_and_home                               | hearth_and_home.mixins.json, hearth_and_home-common.mixins.json
Hearths v1.0.5.mod.jar                                                             | hearths                                       | 
Highlighter-1.20.1-forge-1.1.9.jar                                                 | highlighter                                   | highlighter.mixins.json
Iceberg-1.20.1-forge-1.1.25.jar                                                    | iceberg                                       | iceberg.mixins.json
IllagerInvasion-v8.0.7-1.20.1-Forge.jar                                            | illagerinvasion                               | illagerinvasion.common.mixins.json, illagerinvasion.forge.mixins.json
ImmediatelyFast-Forge-1.5.4+1.20.4.jar                                             | immediatelyfast                               | immediatelyfast-common.mixins.json, immediatelyfast-forge.mixins.json
    /META-INF/jars/Reflect-1.6.1+curseforge.jar                                    |                                               | 
immersivearmorhud-forge-1.0.1-1.20.1.jar                                           | immersivearmorhud                             | mixins.immersivearmorhud.json
immersivelanterns-forge-1.0.6-1.20.1.jar                                           | immersivelanterns                             | mixins.immersivelanterns.json
immersivemessages-forge-1.0.18-1.20.1.jar                                          | immersivemessages                             | mixins.immersivemessages.json
immersivetips-forge-1.0.2-1.20.1.jar                                               | immersivetips                                 | mixins.immersivetips.json
improved-village-placement-1.1.2.jar                                               | improved_village_placement                    | 
incubation-1.20.1-4.0.4.jar                                                        | incubation                                    | incubation.mixins.json
inmis-2.7.2-2.9.3-1.20.1.jar                                                       | inmis                                         | inmis.mixins.json
iris_shader_folder-1.2.5-forge.jar                                                 | iris_shader_folder                            | iris_shader_folder.mixins.json
item-filters-forge-2001.1.0-build.59.jar                                           | itemfilters                                   | itemfilters-common.mixins.json
item_split_bug_fix-1.20.1-1.4.jar                                                  | item_split_bug_fix                            | item_split_bug_fix.mixins.json
Ixeris-4.1.5+1.20.1-forge.jar                                                      | ixeris                                        | ixeris.mixins.refmap.json, ixeris.mixins.json
Jade-1.20.1-Forge-11.13.2.jar                                                      | jade                                          | jade.mixins.json
JadeAddons-1.20.1-Forge-5.5.0.jar                                                  | jadeaddons                                    | jadeaddons.mixins.json
Jadens-Nether-Expansion-2.3.5.jar                                                  | netherexp                                     | mixins.netherexp.refmap.json, mixins.netherexp.json
jei-1.20.1-forge-15.20.0.129.jar                                                   | jei                                           | 
justenoughbreeding-forge-1.20-1.20.1-2.5.0.jar                                     | justenoughbreeding                            | 
JustEnoughProfessions-forge-1.20.1-3.0.1.jar                                       | justenoughprofessions                         | 
JustEnoughResources-1.20.1-1.4.0.247.jar                                           | jeresources                                   | 
justzoom_forge_2.1.1_MC_1.20.1.jar                                                 | justzoom                                      | justzoom.forge.mixins.json, justzoom.mixins.json
Kambrik-6.1.1+1.20.1-forge.jar                                                     | kambrik                                       | kambrik.mixins.json
Kiwi-1.20.1-Forge-11.10.1.jar                                                      | kiwi                                          | kiwi.mixins.json
kleeslabs-forge-1.20.1-15.0.11.jar                                                 | kleeslabs                                     | kleeslabs.mixins.json
konkrete_forge_1.8.0_MC_1.20-1.20.1.jar                                            | konkrete                                      | konkrete.mixin-refmap.json, konkrete.mixin.json
kotlinforforge-4.12.0-all.jar                                                      |                                               | 
    /META-INF/jarjar/kfflang-4.12.0.jar                                            |                                               | 
    /META-INF/jarjar/kfflib-4.12.0.jar                                             |                                               | 
    /META-INF/jarjar/kffmod-4.12.0.jar                                             | kotlinforforge                                | 
Krypton FNP-forge-1.20.1-0.2.28.2-1.20.1.jar                                       | krypton_fnp                                   | krypton_fnp.mixins.json
    /META-INF/jarjar/checker-qual-3.42.0.jar                                       |                                               | 
    /META-INF/jarjar/sewlia-config-1.0.0-20250810.044244-13.jar                    |                                               | 
    /META-INF/jarjar/snakeyaml-2.4.jar                                             |                                               | 
    /META-INF/jarjar/velocity-native-3.4.0-SNAPSHOT.jar                            |                                               | 
L_Enders_Cataclysm-3.16.jar                                                        | cataclysm                                     | lionfishapi.mixins.json, cataclysm.mixins.json
leaderboards-1.20.1-Forge-1.0.1.jar                                                | leaderboards                                  | leaderboards.mixins.json
LeavesBeGone-v8.0.0-1.20.1-Forge.jar                                               | leavesbegone                                  | leavesbegone.common.mixins.json
lionfishapi-2.4-Fix.jar                                                            | lionfishapi                                   | lionfishapi.mixins.json
lithostitched-forge-1.20.1-1.4.11.jar                                              | lithostitched                                 | lithostitched.mixins.json, lithostitched.forge.mixins.json
lmft-1.0.4+1.20.1-forge.jar                                                        | lmft                                          | lmft.mixins.json, lmft-common.mixins.json
loadingprotection-1.0.2-1.20.1.jar                                                 | loadingprotection                             | 
Log-Begone-Forge-1.20.1-1.0.8.jar                                                  | logbegone                                     | 
LongerChatHistory-1.3-Forge.jar                                                    | longerchathistory                             | longerchathistory.mixins.json, longerchathistory-common.mixins.json
LongNbtKiller-Forge-1.20.1-1.0.0.jar                                               | longnbtkiller                                 | longnbtkiller.mixins.json
lootintegrations-1.20.1-4.7.jar                                                    | lootintegrations                              | lootintegrations.mixins.json
lootintegrations_moog-1.8.jar                                                      | lootintegrations_moog                         | 
lootintegrations_yungs-1.4.jar                                                     | lootintegrations_yungs                        | 
lost_aether_content-1.20.1-1.2.3.jar                                               | lost_aether_content                           | lost_aether_content.mixins.json
luna_minecraft-forge-5.3.1.jar                                                     | luna_minecraft                                | e4mc_minecraft.mixins.json
MagnumTorch-v8.0.2-1.20.1-Forge.jar                                                | magnumtorch                                   | 
mapdistancefix-forge-1.1.0+mc1.20.1.jar                                            | mapdistancefix                                | mapdistancefix.mixins.json
mediumcore-1.0.0.jar                                                               | mediumcore                                    | mediumcore.mixins.json
melody_forge_1.0.3_MC_1.20.1-1.20.4.jar                                            | melody                                        | melody.forge.mixins.json, melody.mixins.json
memorysettings-1.20.1-5.9.jar                                                      | memorysettings                                | memorysettings.mixins.json
mes-1.4.6-1.20.jar                                                                 | mes                                           | mes-forge.mixins.json, mes-common.mixins.json
midnightlib-forge-1.9.2+1.20.1.jar                                                 | midnightlib                                   | midnightlib.mixins.json
MindfulDarkness-v8.0.3-1.20.1-Forge.jar                                            | mindfuldarkness                               | mindfuldarkness.common.mixins.json
miningspeedtooltips-forge-1.0.0-1.20.1.jar                                         | miningspeedtooltips                           | mixins.miningspeedtooltips.json
misctweaks-1.1.4+1.20.1.jar                                                        | misctweaks                                    | misctweaks.mixins.json
missingmodschecker-forge-1.0.1-1.20.1.jar                                          | missingmodschecker                            | mixins.missingmodschecker.json
    /META-INF/jars/conditional-mixin-forge-0.6.4.jar                               | conditional_mixin                             | 
mixintracereforged-forge-1.0.0-1.20.1.jar                                          | mixintracereforged                            | mixintracereforged-forge-1.20.1-forge-refmap.json, mixins.mixintracereforged.json
modernfix-forge-5.24.4+mc1.20.1.jar                                                | modernfix                                     | modernfix-common.mixins.json, modernfix-forge.mixins.json
modpack-update-checker-1.20.1-forge-0.15.6.jar                                     | modpackupdatechecker                          | modpack-update-checker.mixins.json
    /META-INF/jars/1.20.1-forge-0.1.2.jar                                          | mpuc_lavendermd                               | mpuc_lavendermd.mixins.json
moogs_structure_lib-1.1.0-1.20-1.20.4-forge.jar                                    | moogs_structures                              | moogs_structures-common.mixins.json, moogs_structures-forge.mixins.json
MoogsMissingVillages-1.20-2.0.0.jar                                                | mmv                                           | 
MoogsNetherStructures-1.20-2.0.2.jar                                               | mns                                           | 
MoogsVoyagerStructures-1.20-5.0.4.jar                                              | mvs                                           | 
moonlight-1.20-2.16.28-forge.jar                                                   | moonlight                                     | moonlight.mixins.json, moonlight-common.mixins.json
MouseTweaks-forge-mc1.20.1-2.25.1.jar                                              | mousetweaks                                   | mousetweaks-fabric.mixins.json, mousetweaks.mixins.refmap.json, mousetweaks.mixins.json
mowzies_cataclysm-1.2.0.jar                                                        | mowzies_cataclysm                             | 
mowziesmobs-1.7.3.jar                                                              | mowziesmobs                                   | mowziesmobs.mixins.json
MyNethersDelight-1.20.1-0.1.8.jar                                                  | mynethersdelight                              | mynethersdelight.mixins.json
nanny-1.0.6.jar                                                                    | nanny                                         | 
NaturesCompass-1.20.1-1.11.2-forge.jar                                             | naturescompass                                | 
neruina-3.2.2+1.20.1-forge.jar                                                     | neruina                                       | neruina.mixins.json
    /META-INF/jarjar/github-api-2.0-rc.4.jar                                       |                                               | 
NetherChested-v8.0.4-1.20.1-Forge.jar                                              | netherchested                                 | netherchested.common.mixins.json
    /META-INF/jarjar/puzzlesapi-forge-8.1.7.jar                                    | puzzlesapi                                    | puzzlesapi.common.mixins.json
        /META-INF/jarjar/puzzlesaccessapi-forge-8.0.9.jar                          | puzzlesaccessapi                              | 
netherite_tweaks_luna-1.2.2-forge-1.20.1.jar                                       | netherite_tweaks_luna                         | 
netherportalfix-forge-1.20-13.0.1.jar                                              | netherportalfix                               | netherportalfix.mixins.json
NightConfigFixes-v8.0.0-1.20.1-Forge.jar                                           | nightconfigfixes                              | nightconfigfixes.forge.mixins.json
no-report-button-forge-1.5.0.jar                                                   | noreportbutton                                | noreportbutton.mixins.json
NoChatReports-FORGE-1.20.1-v2.2.2.jar                                              | nochatreports                                 | mixins/common/nochatreports.mixins.json, mixins/forge/nochatreports-forge.mixins.json
notenoughanimations-forge-1.11.3-mc1.20.1.jar                                      | notenoughanimations                           | notenoughanimations.refmap.mixins.json, notenoughanimations.mixins.json
    /META-INF/jars/TRansition-1.0.12-1.20.1-forge-SNAPSHOT.jar                     | transition                                    | transition.mixins.json, transition.refmap.mixins.json
    /META-INF/jars/TRender-1.0.10-1.20.1-forge-SNAPSHOT.jar                        | trender                                       | trender.mixins.json, trender.refmap.mixins.json
oceansdelight-1.0.2-1.20.jar                                                       | oceansdelight                                 | 
oculus-mc1.20.1-1.8.0.jar                                                          | oculus                                        | mixins.oculus.compat.sodium.json, sodiumCompatibility-oculus-mixins-refmap.json, mixins.oculus.integrationtest.json, mixins.oculus.compat.dh.json, mixins.oculus.vertexformat.json, mixins.oculus.fixes.maxfpscrash.json, oculus-batched-entity-rendering.mixins.json, mixins.oculus.compat.indium.json, mixins.oculus.json, oculus-mixins-refmap.json, mixins.oculus.compat.indigo.json, mixins.oculus.bettermipmaps.json, mixins.oculus.compat.pixelmon.json, mixins.oculus.fantastic.json
    /META-INF/jars/jcpp-1.4.14.jar                                                 |                                               | 
open-parties-and-claims-forge-1.20.1-0.25.10.jar                                   | openpartiesandclaims                          | openpartiesandclaims.create.forge.mixins.json, openpartiesandclaims.mixins.json, openpartiesandclaims.forge.mixins.json, openpartiesandclaims.create.mixins.json
OverflowingBars-v8.0.1-1.20.1-Forge.jar                                            | overflowingbars                               | overflowingbars.common.mixins.json
packanalytics-forge-1.0.4-1.20.1.jar                                               | packanalytics                                 | mixins.packanalytics.json
    /META-INF/jars/conditional-mixin-forge-0.6.4.jar                               | conditional_mixin                             | 
packetfixer-3.3.1-1.18-1.20.4-merged.jar                                           | packetfixer                                   | packetfixer.v1_20_2.neoforge.mixins.json, packetfixer.v1_20_2.fabric.mixins.json, packetfixer.v1_19_3.fabric.mixins.json, packetfixer.v1_19_4.forge.mixins.json, packetfixer.v1_19_3.forge.mixins.json, packetfixer.v1_18.forge.mixins.json, packetfixer.v1_20_2.forge.mixins.json, packetfixer.v1_19.forge.mixins.json, packetfixer.v1_18.fabric.mixins.json, packetfixer.v1_19.fabric.mixins.json
particle_core-0.3.3+1.20.1+forge.jar                                               | particle_core                                 | particle_core.mixins.json
    /META-INF/jars/conditional-mixin-forge-0.6.4.jar                               | conditional_mixin                             | 
ParticleEffects-1.3.0+1.20.1+forge.jar                                             | particle_effects                              | particle_effects-inventory_particles.mixins.json, particle_effects.mixins.json
passengersportalfix-forge-0.0.2.jar                                                | passengersportalfix                           | passengersportalfix_platform.mixins.json, passengersportalfix.mixins.json
Patchouli-1.20.1-85-FORGE.jar                                                      | patchouli                                     | patchouli_xplat.mixins.json
Paxi-1.20-Forge-4.0.jar                                                            | paxi                                          | paxi.mixins.json, paxi_forge.mixins.json
pet_cemetery-1.20.1-2.0.0.jar                                                      | pet_cemetery                                  | pet_cemetery.mixins.json
PhilipsRuins1.20.1-5.7.jar                                                         | philipsruins                                  | 
PickUpNotifier-v8.0.0-1.20.1-Forge.jar                                             | pickupnotifier                                | pickupnotifier.common.mixins.json
Ping-Wheel-1.12.1-forge-1.20.1.jar                                                 | pingwheel                                     | 
Platform-forge-1.20.1-1.2.11.6.2.jar                                               | platform                                      | platform.mixins.json, platform-common.mixins.json
polymorph-forge-0.49.10+1.20.1.jar                                                 | polymorph                                     | polymorph.mixins.json, polymorph-integrations.forge.mixins.json
    /META-INF/jarjar/spectrelib-forge-0.13.17+1.20.1.jar                           | spectrelib                                    | 
puffish_biome_dither-1.0.0-1.19.2-forge.jar                                        | puffish_biome_dither                          | puffish_biome_dither.mixins.json
PuzzlesLib-v8.1.33-1.20.1-Forge.jar                                                | puzzleslib                                    | puzzleslib.common.mixins.json, puzzleslib.forge.mixins.json
    /META-INF/jarjar/puzzlesaccessapi-forge-20.1.1.jar                             | puzzlesaccessapi                              | puzzlesaccessapi.forge.mixins.json, puzzlesaccessapi.common.mixins.json
Quark-4.0-462.jar                                                                  | quark                                         | quark.mixins.json, quark_integrations.mixins.json, quark.mixins.refmap.json
Quest Kill Task-0.2.0+1.20.1-forge.jar                                             | questkilltask                                 | questkilltask.mixins.json, questkilltask.forge.mixins.json
radium-mc1.20.1-0.12.4+git.26c9d8e.jar                                             | radium                                        | lithium.mixins.json, mixins.lithium.refmap.json
    /META-INF/jars/NanoLiveConfig-1.2.1.jar                                        |                                               | 
Raided-1.20.1-0.1.6.jar                                                            | raided                                        | 
rebind_narrator-1.20.1-forge-2025.12.23.jar                                        | rebind_narrator                               | rebind_narrator.mixins.json
    /META-INF/jarjar/modder_name_lib-1.20.1-forge-2025.12.23.jar                   | modder_name_lib                               | 
recipeessentials-1.20.1-4.0.jar                                                    | recipeessentials                              | recipeessentials.mixins.json
redirected-forge-1.0.0-1.20.1.jar                                                  | redirected                                    | mixins.redirected_forge_1.20.1.json, mixins.redirected_fabric_1.20.1.json, mixins.redirected_fabric_1.21.1.json, mixins.redirected_neoforge_1.21.1.json
reintegrated_chipped-1.0.0.jar                                                     | reintegrated_chipped                          | 
repurposed_structures-7.1.21+1.20.1-forge.jar                                      | repurposed_structures                         | repurposed_structures-forge.mixins.json, repurposed_structures-common.mixins.json
reset_controls_confirmation-forge-1.0.0-1.20.1.jar                                 | reset_controls_confirmation                   | mixins.reset_controls_confirmation.json
resourcefulconfig-forge-1.20.1-2.1.3.jar                                           | resourcefulconfig                             | 
resourcefullib-forge-1.20.1-2.1.29.jar                                             | resourcefullib                                | 
    /META-INF/jars/yabn-1.0.3.jar                                                  | com_teamresourceful_yabn                      | 
    /META-INF/jars/bytecodecs-1.0.2.jar                                            | com_teamresourceful_bytecodecs                | 
ResourcePackOverrides-v8.0.3-1.20.1-Forge.jar                                      | resourcepackoverrides                         | resourcepackoverrides.common.mixins.json, resourcepackoverrides.forge.mixins.json
revampedwolf-1.20.1-6.1.0.jar                                                      | revampedwolf                                  | revampedwolf.mixins.json
sawmill-1.20-1.4.10.jar                                                            | sawmill                                       | sawmill.mixins.json, sawmill-common.mixins.json
Searchables-forge-1.20.1-1.0.3.jar                                                 | searchables                                   | searchables.forge.mixins.json, searchables.mixins.json
SereneSeasons-forge-1.20.1-9.1.0.2.jar                                             | sereneseasons                                 | sereneseasons.forge.mixins.json, sereneseasons.mixins.json
ServerBrowser-1.20.1-FORGE-1.3.3.jar                                               | serverbrowser                                 | serverbrowser.mixins.json
shieldexp-forge-1.20.1-1.3.7.jar                                                   | shieldexp                                     | shieldexp.forge.mixins.json, shieldexp.mixins.json
simple_snowy_fix-forge-1.19-1.20.1-2.1.5.jar                                       | simple_snowy_fix                              | simple_snowy_fix.mixins.json, simple_snowy_fix-forge.mixins.json
SimpleDiscordRichPresence-forge-4.0.3-build.40+mc1.20.1.jar                        | sdrp                                          | sdrp.mixins.json, sdrp-common.mixins.json
    /META-INF/jars/DiscordIPC-a8d6631cc9.jar                                       |                                               | 
    /META-INF/jars/json-20210307.jar                                               |                                               | 
    /META-INF/jars/junixsocket-common-2.6.2.jar                                    |                                               | 
    /META-INF/jars/junixsocket-native-common-2.6.2.jar                             |                                               | 
SimpleStorageNetwork-1.20.1-1.12.2.jar                                             | storagenetwork                                | 
SkeletonAIFix-v20.1.1-1.20.1-Forge.jar                                             | skeletonaifix                                 | skeletonaifix.common.mixins.json, skeletonaifix.forge.mixins.json
skinlayers3d-forge-1.10.2-mc1.20.1.jar                                             | skinlayers3d                                  | skinlayers3d.mixins.json, skinlayers3d.refmap.mixins.json
    /META-INF/jars/TRansition-1.0.13-1.20.1-forge-SNAPSHOT.jar                     | transition                                    | transition.mixins.json, transition.refmap.mixins.json
    /META-INF/jars/TRender-1.0.10-1.20.1-forge-SNAPSHOT.jar                        | trender                                       | trender.mixins.json, trender.refmap.mixins.json
smarterfarmers-1.20-2.1.2.jar                                                      | smarterfarmers                                | smarterfarmers-common.mixins.json, smarterfarmers.mixins.json
smoothchunk-1.20.1-4.1.jar                                                         | smoothchunk                                   | smoothchunk.mixins.json
smoothmovement-1.20.1-2.6.jar                                                      | smoothmovement                                | smoothmovement.mixins.json
SnowRealMagic-1.20.1-Forge-10.7.0.jar                                              | snowrealmagic                                 | snowrealmagic.mixins.json
    /META-INF/jarjar/fabric-api-base-0.4.32+ef105b4977.jar                         | fabric_api_base                               | fabric-api-base.init.mixins.json
    /META-INF/jarjar/fabric-renderer-api-v1-3.2.2+cf68abbe77.jar                   | fabric_renderer_api_v1                        | fabric-renderer-api-v1.debughud.mixins.json, fabric-renderer-api-v1.mixins.json
    /META-INF/jarjar/fabric-renderer-indigo-1.5.3+b5b2da4177.jar                   | fabric_renderer_indigo                        | fabric-renderer-indigo.mixins.json
snowundertrees-1.20.1-1.4.12.jar                                                   | snowundertrees                                | 
sodiumdynamiclights-forge-1.0.10-1.20.1.jar                                        | sodiumdynamiclights                           | mixins.sodiumdynamiclights.json
    /META-INF/jars/fabric-api-base-0.4.31+ef105b4977.jar                           | fabric_api_base                               | fabric-api-base.init.mixins.json
sodiumoptionsapi-forge-1.0.10-1.20.1.jar                                           | sodiumoptionsapi                              | mixins.sodiumoptionsapi.json
    /META-INF/jars/fabric-api-base-0.4.31+ef105b4977.jar                           | fabric_api_base                               | fabric-api-base.init.mixins.json
sodiumoptionsmodcompat-forge-1.0.0-1.20.1.jar                                      | sodiumoptionsmodcompat                        | mixins.sodiumoptionsmodcompat.json
sound-physics-remastered-forge-1.20.1-1.5.1.jar                                    | sound_physics_remastered                      | sound_physics_remastered.mixins.json
spark-1.10.53-forge.jar                                                            | spark                                         | 
sparsestructures-forge-1.20.1-3.0.jar                                              | sparsestructures                              | sparsestructures.mixins.json, sparsestructures.forge.mixins.json
spawnersplus-4.3.3-1.20.1.jar                                                      | spawners_plus                                 | spawnersplus.mixins.json
stalwart-dungeons-1.20.1-1.2.8.jar                                                 | stalwart_dungeons (MCreator mod)              | 
Stoneworks-v8.0.0-1.20.1-Forge.jar                                                 | stoneworks                                    | 
Stony Cliffs FML v1.1.2.jar                                                        | stonycliffs                                   | 
stop_rendering-forge-1.0.3.jar                                                     | stop_rendering                                | stop_rendering.mixins.json
Structory_1.20.x_v1.3.5.jar                                                        | structory                                     | 
Structory_Towers_1.20.x_v1.0.7.jar                                                 | structory_towers                              | 
structure_gel-1.20.1-2.16.2.jar                                                    | structure_gel                                 | structure_gel.mixins.json
structure_layout_optimizer-forge-1.0.11.jar                                        | structure_layout_optimizer                    | structure_layout_optimizer.mixins.json
structureessentials-1.20.1-4.8.jar                                                 | structureessentials                           | structureessentials.mixins.json
StylishEffects-v8.0.2-1.20.1-Forge.jar                                             | stylisheffects                                | stylisheffects.common.mixins.json
SubtleEffects-forge-1.20.1-1.14.0-hotfix.1.jar                                     | subtle_effects                                | subtle_effects.forge.mixins.json, subtle_effects.mixins.json
supplementaries-1.20-3.1.42-forge.jar                                              | supplementaries                               | supplementaries-common.mixins.json, supplementaries.mixins.json
suppsquared-1.20-1.1.29.jar                                                        | suppsquared                                   | 
takesapillage-1.0.3-1.20.1.jar                                                     | takesapillage                                 | takesapillage.mixins.json
temporalapi-1.6.7.jar                                                              | temporalapi                                   | 
TerraBlender-forge-1.20.1-3.0.1.10.jar                                             | terrablender                                  | terrablender.mixins.json, terrablender_forge.mixins.json
the-conjurer-1.20.1-1.1.6.jar                                                      | conjurer_illager                              | conjurer_illager.mixins.json
Towns-and-Towers-1.12-Fabric+Forge.jar                                             | t_and_t                                       | 
TradingPost-v8.0.2-1.20.1-Forge.jar                                                | tradingpost                                   | tradingpost.common.mixins.json
transparent-forge-8.0.1+1.20.1.jar                                                 | transparent                                   | transparent.forge.mixins.json, transparent.mixins.json
Twigs-1.20.1-3.1.0.jar                                                             | twigs                                         | twigs.mixins.json
TwilightCaveFix-1.0.0.jar                                                          | twilightfixes                                 | twilightfixes.mixins.json
twilightdelight-2.1.1.jar                                                          | twilightdelight                               | twilightdelight.mixins.json
    /META-INF/jarjar/Registrate-MC1.20-1.3.3.jar                                   |                                               | 
    /META-INF/jarjar/l2library-2.4.16-slim.jar                                     | l2library                                     | l2library.mixins.json
    /META-INF/jarjar/l2serial-1.2.0.jar                                            |                                               | 
twilightforest-1.20.1-4.3.2508-universal.jar                                       | twilightforest                                | 
txnilib-forge-1.0.24-1.20.1.jar                                                    | txnilib                                       | mixins.txnilib.json
    /META-INF/jars/fabric-api-0.92.2+1.11.12+1.20.1.jar                            | fabric_api                                    | 
        /META-INF/jarjar/fabric-transitive-access-wideners-v1-4.3.1+1880499877.jar | fabric_transitive_access_wideners_v1          | 
        /META-INF/jarjar/fabric-transfer-api-v1-3.3.5+631c9cd677.jar               | fabric_transfer_api_v1                        | fabric-transfer-api-v1.mixins.json
        /META-INF/jarjar/fabric-sound-api-v1-1.0.13+4f23bd8477.jar                 | fabric_sound_api_v1                           | fabric-sound-api-v1.mixins.json
        /META-INF/jarjar/fabric-screen-handler-api-v1-1.3.30+561530ec77.jar        | fabric_screen_handler_api_v1                  | fabric-screen-handler-api-v1.mixins.json
        /META-INF/jarjar/fabric-screen-api-v1-2.0.8+45a670a577.jar                 | fabric_screen_api_v1                          | fabric-screen-api-v1.mixins.json
        /META-INF/jarjar/fabric-resource-loader-v0-0.11.10+bcd08ed377.jar          | fabric_resource_loader_v0                     | fabric-resource-loader-v0.mixins.json, fabric-resource-loader-v0.client.mixins.json
        /META-INF/jarjar/fabric-resource-conditions-api-v1-2.3.8+9e342fc177.jar    | fabric_resource_conditions_api_v1             | fabric-resource-conditions-api-v1.mixins.json
        /META-INF/jarjar/fabric-rendering-v1-3.0.8+66e9a48f77.jar                  | fabric_rendering_v1                           | fabric-rendering-v1.mixins.json
        /META-INF/jarjar/fabric-rendering-fluids-v1-3.0.28+4ac5e37a77.jar          | fabric_rendering_fluids_v1                    | fabric-rendering-fluids-v1.mixins.json
        /META-INF/jarjar/fabric-rendering-data-attachment-v1-0.3.37+a6081afc77.jar | fabric_rendering_data_attachment_v1           | fabric-rendering-data-attachment-v1.client.mixins.json, fabric-rendering-data-attachment-v1.mixins.json
        /META-INF/jarjar/fabric-renderer-indigo-1.5.2+b5b2da4177.jar               | fabric_renderer_indigo                        | fabric-renderer-indigo.mixins.json
        /META-INF/jarjar/fabric-renderer-api-v1-3.2.1+cf68abbe77.jar               | fabric_renderer_api_v1                        | fabric-renderer-api-v1.debughud.mixins.json, fabric-renderer-api-v1.mixins.json
        /META-INF/jarjar/fabric-registry-sync-v0-2.3.3+1c0ea72177.jar              | fabric_registry_sync_v0                       | fabric-registry-sync-v0.mixins.json, fabric-registry-sync-v0.client.mixins.json
        /META-INF/jarjar/fabric-recipe-api-v1-1.0.21+514a076577.jar                | fabric_recipe_api_v1                          | fabric-recipe-api-v1.mixins.json
        /META-INF/jarjar/fabric-particles-v1-1.1.2+78e1ecb877.jar                  | fabric_particles_v1                           | fabric-particles-v1.client.mixins.json
        /META-INF/jarjar/fabric-object-builder-api-v1-11.1.3+4bd998fa77.jar        | fabric_object_builder_api_v1                  | fabric-object-builder-v1.mixins.json
        /META-INF/jarjar/fabric-networking-api-v1-1.3.11+503a202477.jar            | fabric_networking_api_v1                      | fabric-networking-api-v1.mixins.json, fabric-networking-api-v1.client.mixins.json
        /META-INF/jarjar/fabric-models-v0-0.4.2+7c3892a477.jar                     | fabric_models_v0                              | 
        /META-INF/jarjar/fabric-model-loading-api-v1-1.0.3+6274ab9d77.jar          | fabric_model_loading_api_v1                   | fabric-model-loading-api-v1.mixins.json
        /META-INF/jarjar/fabric-mining-level-api-v1-2.1.50+561530ec77.jar          | fabric_mining_level_api_v1                    | fabric-mining-level-api-v1.mixins.json
        /META-INF/jarjar/fabric-message-api-v1-5.1.9+52cc178c77.jar                | fabric_message_api_v1                         | fabric-message-api-v1.client.mixins.json, fabric-message-api-v1.mixins.json
        /META-INF/jarjar/fabric-loot-api-v2-1.2.1+eb28f93e77.jar                   | fabric_loot_api_v2                            | fabric-loot-api-v2.mixins.json
        /META-INF/jarjar/fabric-loader-2.6.0+0.15.0+1.20.1-full.jar                |                                               | 
        /META-INF/jarjar/fabric-lifecycle-events-v1-2.2.22+afab492177.jar          | fabric_lifecycle_events_v1                    | fabric-lifecycle-events-v1.client.mixins.json, fabric-lifecycle-events-v1.mixins.json
        /META-INF/jarjar/fabric-key-binding-api-v1-1.0.37+561530ec77.jar           | fabric_key_binding_api_v1                     | fabric-key-binding-api-v1.mixins.json
        /META-INF/jarjar/fabric-item-group-api-v1-4.0.12+c9161c2d77.jar            | fabric_item_group_api_v1                      | fabric-item-group-api-v1.client.mixins.json, fabric-item-group-api-v1.mixins.json
        /META-INF/jarjar/fabric-item-api-v1-2.1.28+4d0bbcfa77.jar                  | fabric_item_api_v1                            | fabric-item-api-v1.client.mixins.json, fabric-item-api-v1.mixins.json
        /META-INF/jarjar/fabric-game-rule-api-v1-1.0.40+683d4da877.jar             | fabric_game_rule_api_v1                       | fabric-game-rule-api-v1.mixins.json, fabric-game-rule-api-v1.client.mixins.json
